18014,dataset/SCPA_WC/,refinenet50,100,0.6071023,0.6067180,0.6058840,0.6048933,0.6014920,39000,34000,14000,25000,27000
18014,dataset/SCPA_WC/,refinenet50,100,0.6526675,0.6488699,0.6474486,0.6472272,0.6439755,14000,39000,34000,27000,23000
